Date,Dpto,Dengue,Dengue_grave,Mortalidad_por_dengue,max_temperature,mean_temperature,min_temperature,mean_rain
2007-01-14,81,3.0,1.0,0.0,39.25,30.2785155518828,-9.54999999999995,1.88805967084466
2007-01-14,85,16.0,0.0,0.0,41.79,31.5843507617747,4.25000000000005,1.5362846014251297
2007-01-14,86,1.0,0.0,0.0,35.93,27.6692020439477,-1.26999999999998,27.55262173630536
2007-01-14,88,0.0,0.0,0.0,28.23,26.2381606537156,24.61,7.302030791070525
2007-01-14,91,0.0,0.0,0.0,34.57,26.1022321353622,9.11000000000001,42.23066076552973
2007-01-14,94,0.0,0.0,0.0,40.91,27.14935934733,7.35000000000002,20.33168561890042
2007-01-14,95,1.0,0.0,0.0,40.03,27.6217928647123,14.59,9.76688974085896
2007-01-14,97,0.0,0.0,0.0,33.09,26.5178772200347,9.11000000000001,34.87774113202889
2007-01-14,99,1.0,0.0,0.0,44.77,31.0006480467321,15.29,6.270155679483644
2007-01-21,5,1.0,0.0,0.0,38.81,26.7212375014481,7.29000000000002,22.182715447605243
2007-01-21,8,38.0,3.0,0.0,39.91,33.490839328926,24.29,0.5007920279612906
2007-01-21,11,0.0,0.0,0.0,36.33,23.591449084108,6.75000000000005,5.141515040160733
2007-01-21,13,9.0,3.0,0.0,41.91,31.0624637840217,12.29,3.0253541657484795
2007-01-21,15,1.0,0.0,0.0,40.71,25.7050632999652,4.69000000000005,8.857378977393717
2007-01-21,17,6.0,1.0,0.0,34.75,24.08856058353,-0.849999999999965,35.544101291782546
2007-01-21,18,6.0,1.0,0.0,40.17,28.6472251822253,4.03000000000003,29.660845138573382
2007-01-21,19,5.0,4.0,0.0,36.33,23.7905361905418,1.35000000000002,50.85926627357349
2007-01-21,20,21.0,3.0,0.0,41.91,30.4747714853118,6.83000000000004,3.34234900650526
2007-01-21,23,6.0,1.0,0.0,40.91,31.1396350203511,15.17,2.5133555456581984
2007-01-21,25,3.0,2.0,0.0,40.59,26.4277116099883,4.69000000000005,10.147167469178738
2007-01-21,27,2.0,0.0,0.0,37.47,24.9347733596779,7.29000000000002,56.49834082266662
2007-01-21,41,53.0,15.0,0.0,44.47,27.7792731761729,1.35000000000002,16.912346299325325
2007-01-21,44,9.0,1.0,0.0,40.81,31.4276444374613,8.07000000000005,1.2977071694307885
2007-01-21,47,6.0,1.0,0.0,41.91,32.5183183381316,6.83000000000004,1.2366727291942394
2007-01-21,50,28.0,6.0,0.0,42.03,29.7172799145965,4.93,4.9096689716620405
2007-01-21,52,0.0,0.0,0.0,42.63,23.937740262743,2.97000000000002,42.82795145190261
2007-01-21,54,81.0,17.0,0.0,39.71,26.6076099805604,6.59000000000003,8.744884721035074
2007-01-21,63,39.0,0.0,0.0,32.17,21.7138095794664,7.57000000000005,15.054958336031044
2007-01-21,66,13.0,2.0,0.0,34.39,22.6571509965077,7.89000000000004,39.621260510423255
2007-01-21,68,93.0,23.0,0.0,38.17,26.3140382700756,8.17000000000001,9.331131942260347
2007-01-21,70,20.0,2.0,0.0,40.91,32.5041768298616,21.93,0.8874283029150314
2007-01-21,73,35.0,4.0,0.0,44.47,26.1332423346437,-0.849999999999965,22.30139088928642
2007-01-21,76,7.0,0.0,0.0,37.83,24.5957967588763,1.35000000000002,74.06603823853823
2007-01-21,81,7.0,0.0,0.0,41.23,31.3496610575107,7.43,2.0203859590292814
2007-01-21,85,11.0,3.0,0.0,41.51,32.6546471525589,8.39000000000004,1.542725404696187
2007-01-21,86,8.0,1.0,0.0,39.65,29.4274245758998,13.83,34.90776942611877
2007-01-21,88,3.0,0.0,0.0,28.35,25.0299465282692,20.61,9.793679708964705
2007-01-21,91,0.0,0.0,0.0,37.23,25.8382338430423,-2.72999999999996,62.43996731892279
2007-01-21,94,0.0,0.0,0.0,39.31,28.1170487470539,5.33000000000004,32.158602902355206
2007-01-21,95,2.0,0.0,0.0,40.17,28.0874896557263,10.31,20.837890317833967
2007-01-21,97,0.0,0.0,0.0,36.07,27.3554682659364,10.31,62.21973081272402
2007-01-21,99,2.0,0.0,0.0,46.29,31.8216550322479,5.33000000000004,11.168285622989591
2007-01-28,5,0.0,0.0,0.0,38.23,26.6435120838639,11.37,10.319197585846936
2007-01-28,8,58.0,2.0,0.0,42.09,34.2035374256638,21.51,0.5313786702160823
2007-01-28,11,0.0,0.0,0.0,34.31,22.680345312436,9.57000000000005,5.876141843979206
2007-01-28,13,6.0,2.0,0.0,43.99,31.2723277953082,14.57,2.9970052878285127
2007-01-28,15,6.0,0.0,0.0,41.05,26.8974421381697,7.53000000000003,7.609790916673736
2007-01-28,17,6.0,0.0,0.0,36.73,24.3314822719726,7.55000000000001,16.59393044280732
2007-01-28,18,11.0,4.0,0.0,43.53,28.3079084757442,3.07000000000005,20.41403145597596
2007-01-28,19,10.0,3.0,0.0,35.23,23.1391644661669,3.07000000000005,30.834207857550524
2007-01-28,20,25.0,2.0,0.0,44.91,30.4472682613241,5.57000000000005,3.135873530634779
2007-01-28,23,4.0,0.0,0.0,43.99,30.6270829633272,13.35,3.113517636773376
2007-01-28,25,3.0,0.0,0.0,41.01,26.777507230351,9.57000000000005,7.413681389685648
2007-01-28,27,1.0,0.0,0.0,36.33,25.1423265275284,11.11,27.539555932599526
2007-01-28,41,39.0,12.0,0.0,40.65,24.818440071168,3.07000000000005,18.34980947822085
2007-01-28,44,9.0,0.0,0.0,44.25,31.8940184217802,9.45000000000004,1.522937234154054
2007-01-28,47,8.0,0.0,0.0,44.55,32.811538449993,5.57000000000005,1.3294511754204164
2007-01-28,50,23.0,4.0,0.0,43.53,31.1381488253375,9.57000000000005,5.139087277017658
2007-01-28,52,2.0,0.0,0.0,38.49,23.8543956191186,1.21000000000003,39.70178861866083
2007-01-28,54,103.0,24.0,0.0,41.45,26.8815922285806,12.15,6.925239576178373
2007-01-28,63,40.0,1.0,0.0,30.17,20.7056453924987,10.19,13.089854755792448
2007-01-28,66,10.0,1.0,0.0,34.65,23.6142145970135,8.47000000000002,12.29137055303712
2007-01-28,68,59.0,13.0,0.0,38.99,26.5927232666301,13.09,8.822320764745756
2007-01-28,70,11.0,2.0,0.0,43.99,32.3379129782352,22.67,1.189042212124663
2007-01-28,73,32.0,0.0,0.0,40.65,24.4332306398621,7.55000000000001,17.314181077972016
2007-01-28,76,5.0,1.0,0.0,37.09,24.2641729759691,8.83000000000004,46.75917689776761
2007-01-28,81,5.0,0.0,0.0,44.33,32.5643742892331,7.53000000000003,1.100987272552118
2007-01-28,85,10.0,0.0,0.0,43.63,34.314384940014,11.61,1.5818213739808995
2007-01-28,86,5.0,0.0,0.0,38.65,27.9491644117177,8.33000000000004,34.50532662169454
2007-01-28,88,0.0,0.0,0.0,31.21,27.3169596053037,24.71,4.704157072355216
2007-01-28,91,0.0,0.0,0.0,43.21,28.2335623847454,5.85000000000002,33.98552814337382
2007-01-28,94,0.0,0.0,0.0,39.33,28.6493986940687,20.27,11.124498429228629
2007-01-28,95,13.0,0.0,0.0,38.73,28.6630332755085,22.41,16.736516739664356
2007-01-28,97,0.0,0.0,0.0,38.03,28.3494475831053,13.83,33.57806238302807
2007-01-28,99,2.0,0.0,0.0,45.77,32.5588729850658,24.19,5.511035781440048
2007-02-04,5,1.0,1.0,0.0,41.19,28.0768253900882,13.67,5.294092220711694
2007-02-04,8,36.0,2.0,0.0,41.65,35.3936704831645,24.65,0.5550466359175126
2007-02-04,11,0.0,0.0,0.0,34.23,24.979090591718,12.95,3.2384653261675798
2007-02-04,13,4.0,2.0,0.0,44.07,32.2948768972896,18.35,2.005979569154271
2007-02-04,15,1.0,0.0,0.0,41.71,28.113174220589,7.79000000000002,2.6574640954999285
2007-02-04,17,10.0,0.0,0.0,35.85,25.6450420666595,10.03,3.5166073612957773
2007-02-04,18,12.0,4.0,0.0,42.01,29.7675514101308,11.55,4.176425576643715
2007-02-04,19,11.0,8.0,0.0,37.91,24.3508334964365,10.81,9.01619358768458
2007-02-04,20,38.0,7.0,0.0,44.65,31.4563224171489,6.17000000000001,1.9879315915448772
2007-02-04,23,1.0,1.0,0.0,42.09,32.2186985955636,17.95,1.936850357002422
2007-02-04,25,3.0,1.0,0.0,42.15,28.3971810260346,8.27000000000003,2.901827914860507
2007-02-04,27,3.0,0.0,0.0,40.01,26.4214123444487,12.37,14.658859686663469
2007-02-04,41,62.0,17.0,0.0,44.37,26.620593626532,8.27000000000003,3.992857465511842
2007-02-04,44,9.0,0.0,0.0,42.61,32.9133168586565,9.73000000000001,1.3159802030025545
2007-02-04,47,12.0,3.0,0.0,44.65,33.6852290214806,6.17000000000001,1.4331902096754936
2007-02-04,50,22.0,8.0,0.0,43.49,32.4510284062245,8.27000000000003,2.919431680135281
2007-02-04,52,1.0,0.0,0.0,40.69,24.6972476079166,9.09000000000003,14.48668581153495
2007-02-04,54,96.0,29.0,0.0,41.01,27.9924439548675,12.83,2.9445431227788363
2007-02-04,63,64.0,0.0,0.0,31.99,22.798922718988,13.41,3.79152880987094
2007-02-04,66,10.0,0.0,0.0,35.57,24.1335442770156,10.69,4.443066693062124
2007-02-04,68,95.0,31.0,1.0,39.47,28.1135496072765,13.59,2.7106234543651677
2007-02-04,70,13.0,2.0,0.0,42.09,33.7995399576058,26.43,1.205608288864103
2007-02-04,73,50.0,0.0,0.0,44.37,26.3981518087327,8.27000000000003,3.834787406110305
2007-02-04,76,3.0,0.0,0.0,37.73,25.4229904562081,11.83,12.445272169996954
2007-02-04,81,15.0,0.0,0.0,42.89,32.9462653412265,7.79000000000002,1.4660211946886128
2007-02-04,85,10.0,2.0,0.0,42.47,34.7680204598542,14.99,1.266884080906262
2007-02-04,86,6.0,0.0,0.0,38.93,29.3844723137003,13.17,3.892205401873997
2007-02-04,88,1.0,0.0,0.0,29.13,26.5874144310823,24.51,2.1909680131139044
2007-02-04,91,0.0,0.0,0.0,40.89,29.1696148130176,11.97,18.79903140178921
2007-02-04,94,0.0,0.0,0.0,40.11,29.9366103741393,26.27,4.350072565223925
2007-02-04,95,22.0,1.0,0.0,39.71,29.7393665222974,25.67,4.3461137166682855
2007-02-04,97,0.0,0.0,0.0,40.89,29.1245266550557,20.87,8.613741748883431
2007-02-04,99,1.0,0.0,0.0,46.53,33.9828546325711,27.35,1.6724435352340947
2007-02-11,5,0.0,0.0,0.0,41.67,27.2820398439163,7.31,4.078480337735897
2007-02-11,8,28.0,0.0,0.0,41.63,34.4575507815601,21.45,0.5025059050852244
2007-02-11,11,0.0,0.0,0.0,34.33,23.6614083498365,9.51000000000004,4.376705172277023
2007-02-11,13,2.0,1.0,0.0,44.91,32.3988502334848,13.77,1.8685691284645665
2007-02-11,15,4.0,2.0,0.0,42.13,27.5162653567602,7.63000000000005,4.770932126231807
2007-02-11,17,17.0,0.0,0.0,37.03,24.2758713890339,8.15000000000003,7.459402048248572
2007-02-11,18,4.0,4.0,0.0,44.53,30.099666545663,6.33000000000004,4.456107168948309
2007-02-11,19,12.0,4.0,0.0,36.21,23.0933369658919,4.93,18.824104320589413
2007-02-11,20,24.0,5.0,0.0,44.91,30.8891239893853,7.37,1.891547291791018
2007-02-11,23,2.0,0.0,0.0,44.91,33.0664923487107,13.33,1.7482336209610725
2007-02-11,25,4.0,0.0,0.0,42.85,27.5312445880767,9.51000000000004,4.723284712724389
2007-02-11,27,0.0,0.0,0.0,41.67,25.2890404639591,7.31,9.277265820840183
2007-02-11,41,61.0,28.0,0.0,42.69,26.0479587202828,2.65000000000003,7.020859312419018
2007-02-11,44,12.0,0.0,0.0,42.45,32.8382170356663,9.27000000000003,1.3561068918261605
2007-02-11,47,9.0,0.0,0.0,44.01,33.3338644333605,7.37,1.3512366905010167
2007-02-11,50,26.0,1.0,0.0,44.85,33.0474957088328,9.51000000000004,3.60686724681602
2007-02-11,52,0.0,0.0,0.0,35.71,24.3858131436374,4.93,27.92660157468025
2007-02-11,54,89.0,16.0,0.0,40.09,27.4585193167706,12.81,3.0148574202579064
2007-02-11,63,52.0,0.0,0.0,31.09,20.4808576263735,6.47000000000002,5.476960229009059
2007-02-11,66,24.0,0.0,0.0,38.47,22.6924483835537,8.91000000000002,5.272272324188312
2007-02-11,68,90.0,32.0,0.0,39.85,27.3132755257371,11.87,4.721071317967676
2007-02-11,70,13.0,2.0,0.0,44.91,33.9036549466127,21.89,1.3209053627416176
2007-02-11,73,28.0,2.0,0.0,42.29,25.1856419886135,1.17000000000001,7.917475656788445
2007-02-11,76,3.0,2.0,0.0,38.47,23.7133280466615,2.65000000000003,17.692232578536423
2007-02-11,81,9.0,0.0,0.0,44.77,34.313226015067,7.63000000000005,1.439785254404293
2007-02-11,85,12.0,0.0,0.0,44.65,36.0933036448141,13.99,1.3219271209926704
2007-02-11,86,7.0,0.0,0.0,42.71,29.3417416486742,6.17000000000001,4.148920670746205
2007-02-11,88,0.0,0.0,0.0,30.81,27.7286463151402,24.37,2.0545772117026995
2007-02-11,91,0.0,0.0,0.0,43.37,28.8821742557038,9.69000000000005,12.597011627129262
2007-02-11,94,0.0,0.0,0.0,42.29,30.4097321972482,24.69,3.9074651727383904
2007-02-11,95,16.0,0.0,0.0,42.79,30.7710456813741,18.55,5.082555420419459
2007-02-11,97,0.0,0.0,0.0,38.03,29.540596523998,9.69000000000005,9.604724614204276
2007-02-11,99,0.0,0.0,0.0,45.31,34.6892952278322,24.69,1.8813768113813152
2007-02-18,5,0.0,0.0,0.0,44.23,29.2292732012611,6.97000000000002,9.479315609814972
2007-02-18,8,20.0,2.0,0.0,42.41,35.7795081504639,25.57,1.134649117551496
2007-02-18,11,0.0,0.0,0.0,34.65,24.3385944524404,10.49,7.786491211268708
2007-02-18,13,5.0,0.0,0.0,44.05,33.5074933039954,15.61,4.720952170527461
2007-02-18,15,7.0,1.0,0.0,41.91,28.5905270388058,6.53000000000003,5.582430589413221
2007-02-18,17,10.0,0.0,0.0,41.77,25.4905728883662,7.65000000000003,12.37877482305498
2007-02-18,18,5.0,4.0,0.0,46.67,30.5021138746824,6.11000000000001,5.872135728668041
2007-02-18,19,6.0,6.0,0.0,38.65,23.6643425298362,5.33000000000004,20.61268098549877
2007-02-18,20,14.0,1.0,0.0,44.65,31.8986757092525,9.41000000000002,2.794279328062749
2007-02-18,23,7.0,1.0,0.0,44.61,34.2921515011338,15.49,3.923809224106449
2007-02-18,25,3.0,2.0,0.0,46.77,28.7655778263914,10.11,5.718083687316987
2007-02-18,27,0.0,0.0,0.0,43.83,26.5349490754489,6.89000000000004,20.28096859434112
2007-02-18,41,66.0,21.0,0.0,47.57,26.5773024693498,5.33000000000004,13.805070033498692
2007-02-18,44,12.0,1.0,0.0,43.79,33.695017198773,9.89000000000004,1.5761059726915012
2007-02-18,47,3.0,0.0,0.0,44.65,34.4085970719496,9.41000000000002,2.306635594852117
2007-02-18,50,45.0,5.0,0.0,46.77,33.3354778716922,6.65000000000003,3.347368449220623
2007-02-18,52,0.0,0.0,0.0,38.65,24.0585209720039,7.01000000000004,21.551394843840324
2007-02-18,54,64.0,20.0,0.0,43.09,28.7192760818628,10.09,6.486971598508193
2007-02-18,63,58.0,1.0,0.0,33.27,20.8873542916526,6.89000000000004,17.73068170059285
2007-02-18,66,13.0,1.0,0.0,35.35,23.5333653794702,6.89000000000004,19.009048266549136
2007-02-18,68,77.0,28.0,0.0,40.93,28.5723958772426,11.31,6.847197409075219
2007-02-18,70,13.0,1.0,0.0,43.59,35.8141898553171,26.77,3.4874146481762245
2007-02-18,73,25.0,1.0,0.0,47.57,26.5216324913395,6.89000000000004,11.077737725660494
2007-02-18,76,4.0,2.0,0.0,40.79,24.7268212457478,8.69000000000005,21.84806202927656
2007-02-18,81,15.0,0.0,0.0,45.95,34.8123991194512,6.53000000000003,1.8207009894917432
2007-02-18,85,13.0,0.0,0.0,44.73,36.207107748808,12.43,1.3986174350089795
2007-02-18,86,7.0,0.0,0.0,42.07,29.8690464364638,8.39000000000004,6.864459544979248
2007-02-18,88,0.0,0.0,0.0,30.35,26.5627970433278,24.23,4.272358131932511
2007-02-18,91,1.0,0.0,0.0,41.93,29.0425761389457,14.31,12.47569417987005
2007-02-18,94,0.0,0.0,0.0,41.51,30.5739665257197,25.03,4.121249470845812
2007-02-18,95,5.0,0.0,0.0,42.91,30.7444249791841,24.01,3.930686618249633
2007-02-18,97,0.0,0.0,0.0,41.93,29.7860194387167,24.01,6.311701718311748
2007-02-18,99,2.0,0.0,0.0,46.33,35.1450882508349,26.83,1.7523160917192753
2007-02-25,5,0.0,0.0,0.0,44.23,29.2292732012611,6.97000000000002,5.43239177392038
2007-02-25,8,37.0,1.0,0.0,42.41,35.7795081504639,25.57,0.5063615906682326
2007-02-25,11,0.0,0.0,0.0,34.65,24.3385944524404,10.49,6.388249137381764
2007-02-25,13,4.0,2.0,0.0,44.05,33.5074933039954,15.61,2.776524700210822
2007-02-25,15,1.0,0.0,0.0,41.91,28.5905270388058,6.53000000000003,7.852530853855723
2007-02-25,17,11.0,2.0,0.0,41.77,25.4905728883662,7.65000000000003,4.237211310232772
2007-02-25,18,11.0,3.0,0.0,46.67,30.5021138746824,6.11000000000001,23.509385592573544
2007-02-25,19,10.0,8.0,0.0,38.65,23.6643425298362,5.33000000000004,13.066911230393824
2007-02-25,20,32.0,0.0,0.0,44.65,31.8986757092525,9.41000000000002,2.449538662098915
2007-02-25,23,9.0,2.0,0.0,44.61,34.2921515011338,15.49,2.415299215447779
2007-02-25,25,3.0,2.0,0.0,46.77,28.7655778263914,10.11,7.375137621087946
2007-02-25,27,0.0,0.0,0.0,43.83,26.5349490754489,6.89000000000004,11.516691722330012
2007-02-25,41,64.0,13.0,0.0,47.57,26.5773024693498,5.33000000000004,10.5620144189347
2007-02-25,44,6.0,1.0,0.0,43.79,33.695017198773,9.89000000000004,1.4948305968754538
2007-02-25,47,7.0,1.0,0.0,44.65,34.4085970719496,9.41000000000002,1.5803774155202042
2007-02-25,50,42.0,3.0,0.0,46.77,33.3354778716922,6.65000000000003,12.474666501954395
2007-02-25,52,1.0,0.0,0.0,38.65,24.0585209720039,7.01000000000004,15.342200683176412
2007-02-25,54,83.0,13.0,0.0,43.09,28.7192760818628,10.09,6.265921271287387
2007-02-25,63,59.0,1.0,0.0,33.27,20.8873542916526,6.89000000000004,6.467298582179111
2007-02-25,66,24.0,0.0,0.0,35.35,23.5333653794702,6.89000000000004,5.712544825798974
2007-02-25,68,64.0,29.0,0.0,40.93,28.5723958772426,11.31,4.751196346833566
2007-02-25,70,11.0,2.0,0.0,43.59,35.8141898553171,26.77,1.3253545156346118
2007-02-25,73,37.0,2.0,0.0,47.57,26.5216324913395,6.89000000000004,4.983676106755728
2007-02-25,76,11.0,1.0,0.0,40.79,24.7268212457478,8.69000000000005,15.165019348434834
2007-02-25,81,21.0,1.0,0.0,45.95,34.8123991194512,6.53000000000003,4.623915033759124
2007-02-25,85,18.0,3.0,0.0,44.73,36.207107748808,12.43,9.653025142509486
2007-02-25,86,5.0,0.0,0.0,42.07,29.8690464364638,8.39000000000004,22.6769293907154
2007-02-25,88,0.0,0.0,0.0,30.35,26.5627970433278,24.23,3.079968933626844
2007-02-25,91,2.0,0.0,0.0,41.93,29.0425761389457,14.31,39.82231621292668
2007-02-25,94,0.0,0.0,0.0,41.51,30.5739665257197,25.03,18.4503208140925
2007-02-25,95,4.0,0.0,0.0,42.91,30.7444249791841,24.01,22.26064462315496
2007-02-25,97,0.0,0.0,0.0,41.93,29.7860194387167,24.01,28.81426717658344
2007-02-25,99,0.0,0.0,0.0,46.33,35.1450882508349,26.83,11.30947974464742
2007-03-04,5,1.0,0.0,0.0,40.99,28.5584272868032,4.79000000000002,9.289127857589092
2007-03-04,8,39.0,0.0,0.0,44.91,36.5735024789524,26.07,0.4523131860589315
2007-03-04,11,0.0,0.0,0.0,36.79,24.3586426894117,9.69000000000005,3.294149176618149
2007-03-04,13,9.0,1.0,0.0,46.47,33.5088855949489,16.13,1.7234586936927394
2007-03-04,15,2.0,0.0,0.0,43.75,28.7935787292331,3.59000000000003,2.12006765840608
2007-03-04,17,19.0,0.0,0.0,42.41,27.5685310546319,9.97000000000002,2.6332305205862543
2007-03-04,18,12.0,8.0,0.0,49.71,29.2663727452011,2.85000000000002,19.022107516014103
2007-03-04,19,11.0,4.0,0.0,42.37,24.7878449076596,2.85000000000002,6.573438931439511
2007-03-04,20,22.0,8.0,0.0,48.45,32.9909616901161,10.19,1.1783531994103624
2007-03-04,23,9.0,1.0,0.0,46.47,33.5093773501371,12.89,2.300205506453735
2007-03-04,25,1.0,2.0,0.0,48.71,28.8838319831402,9.33000000000004,3.1516174426878547
2007-03-04,27,1.0,0.0,0.0,40.77,25.7761123378805,4.79000000000002,20.17902015717568
2007-03-04,41,53.0,22.0,0.0,46.91,27.4565490431318,2.85000000000002,4.446974162850995
2007-03-04,44,12.0,0.0,0.0,45.05,34.2148704529265,10.99,1.0216485441285186
2007-03-04,47,4.0,3.0,0.0,45.77,35.284853669849,10.19,0.9038446933346552
2007-03-04,50,40.0,2.0,0.0,49.71,33.239966659873,9.33000000000004,7.0461945215194834
2007-03-04,52,0.0,0.0,0.0,45.15,25.3571587568774,3.05000000000001,8.201203290494538
2007-03-04,54,60.0,18.0,0.0,43.15,28.8347043160816,6.89000000000004,3.203960508741252
2007-03-04,63,52.0,0.0,0.0,32.63,21.946241447701,3.65000000000003,2.449909456116347
2007-03-04,66,21.0,1.0,0.0,42.85,25.334121285736,4.49,3.443141800965245
2007-03-04,68,40.0,24.0,0.0,43.15,29.247176431342,6.89000000000004,1.9395705360658533
2007-03-04,70,16.0,2.0,0.0,46.47,35.7964602175174,22.09,0.711612006723443
2007-03-04,73,21.0,2.0,0.0,48.71,28.5595139694854,3.65000000000003,2.871934411344997
2007-03-04,76,9.0,9.0,0.0,43.97,25.7970895263362,7.99,6.5320211828957095
2007-03-04,81,21.0,0.0,0.0,46.43,35.2300090434251,3.59000000000003,2.490724758423739
2007-03-04,85,19.0,5.0,0.0,46.09,36.1803681608248,9.35000000000002,1.3444255093881572
2007-03-04,86,11.0,0.0,0.0,37.53,27.2033422960992,10.97,12.073794353507896
2007-03-04,88,0.0,0.0,0.0,30.73,28.5423404255319,26.47,1.2372094679036307
